player_name,player_id,season,season_type,team,G,poss,min_played,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Kris Dunn,dunnkr01,2021,RS,ATL,4,95,45,-12.56498093,-5.582957683,-18.14793862,-15.70268452,-8.272125206,-23.97480972,-14.00498033,-6.449479951,-20.45446029,-0.405891815,-0.405891815,0,-9.280002791,-4.466159761,-13.74616255,-0.145297055
Kevin Durant,duranke01,2021,PO,BRK,35,224,109,3.178678935,4.837831793,8.016510728,3.75225879,-13.18179509,-9.429536302,3.292436606,1.34335345,4.635790056,0.443085826,0,0.443085826,2.986484837,1.365308709,4.351793546,4.499755656
Kevin Durant,duranke01,2021,RS,BRK,35,2483,1157,5.606865796,-0.323248144,5.283617652,5.444288168,1.395583553,6.839871721,5.792027142,0.028211507,5.820238649,5.14330509,5.14330509,0,6.248980869,-1.012992688,5.235988181,1.682222614
Anthony Edwards,edwaran01,2021,RS,MIN,72,4951,2314,-1.434608209,-2.440600956,-3.875209165,2.951730504,-4.058751545,-1.107021041,-0.536819689,-2.900111915,-3.436931605,-0.814728638,-0.814728638,0,0.159411097,-2.548085167,-2.38867407,0.465075214
Carsen Edwards,edwarca01,2021,PO,BOS,31,10,4,11.65112785,-11.94874914,-0.297621291,-19.32300043,-17.06905726,-36.39205769,5.927824495,-14.03085441,-8.103029918,-0.011598462,0,-0.011598462,2.649128723,-15.24478938,-12.59566066,2.879994693
Carsen Edwards,edwarca01,2021,RS,BOS,31,586,276,-0.790574787,-2.555883266,-3.346458053,-3.254898182,-0.936303001,-4.191201183,-1.381542864,-2.381478007,-3.763020871,-0.14300546,-0.14300546,0,-0.963795416,-2.734727581,-3.698522996,0.252512669
CJ Elleby,ellebcj01,2021,PO,POR,30,17,8,-13.57100111,-23.27119445,-36.84219556,-7.034379872,13.24719734,6.212817464,-13.09898693,-16.96901289,-30.06799981,-0.120487582,0,-0.120487582,-11.05049171,-26.18635477,-37.23684649,4.674172636
CJ Elleby,ellebcj01,2021,RS,POR,30,425,192,-1.638495907,-1.371370641,-3.009866548,-6.734314904,5.578957142,-1.155357762,-2.882955237,0.024597894,-2.858357343,-0.010721942,-0.010721942,0,-1.27892426,-2.370849597,-3.649773857,1.021989089
Henry Ellenson,ellenhe01,2021,RS,TOR,2,83,38,-1.863946609,0.105264967,-1.758681643,-7.620285231,8.633250121,1.01296489,-3.138469022,1.941769119,-1.196699903,0.030103813,0.030103813,0,-3.543794394,1.361782764,-2.18201163,-0.036710253
Wayne Ellington,ellinwa01,2021,RS,DET,46,2094,1012,1.35110355,-1.372236317,-0.021132767,2.555185284,-2.624676727,-0.069491443,1.728166134,-1.707078833,0.021087301,1.431085911,1.431085911,0,1.613126838,-2.387642007,-0.774515169,0.021981495
Joel Embiid,embiijo01,2021,PO,PHI,51,178,84,11.18296828,4.772809285,15.95577756,17.10105686,11.94280637,29.04386323,12.92799725,6.393683296,19.32168054,0.984791202,0,0.984791202,10.8320766,4.128468181,14.96054478,0.923877181
Joel Embiid,embiijo01,2021,RS,PHI,51,3328,1585,3.52240688,4.576565714,8.098972594,4.125541315,2.139627278,6.265168593,3.817010957,4.254779471,8.071790427,8.827112238,8.827112238,0,3.57751633,4.078743737,7.656260067,0.875629636
James Ennis III,ennisja01,2021,RS,ORL,41,2046,986,-0.708650588,-0.340970565,-1.049621153,2.612764511,1.208939858,3.821704369,0.001815276,-0.006487032,-0.004671756,1.378245659,1.378245659,0,-1.567311051,0.021812735,-1.545498316,-0.205561979
Drew Eubanks,eubandr01,2021,RS,SAS,54,1609,755,-1.626702698,2.071638308,0.444935611,-4.866134748,0.703144035,-4.162990713,-2.382857151,1.94813308,-0.434724071,0.892501064,0.892501064,0,-2.385893068,0.997310795,-1.388582272,0.074099098
Dante Exum,exumda01,2021,RS,CLE,6,248,116,-3.697202963,5.761092018,2.063889055,-3.986453626,8.811270554,4.824816927,-3.960591797,6.775967783,2.815375985,0.330298153,0.330298153,0,-3.020436942,5.119644854,2.099207912,0.282469489
Tacko Fall,fallta01,2021,RS,BOS,19,292,136,-1.12176469,5.954375398,4.832610708,6.690783963,-0.384470744,6.306313218,0.391170022,4.966582724,5.357752746,0.560193188,0.560193188,0,0.192853934,3.285384826,3.47823876,-0.42737821
Derrick Favors,favorde01,2021,PO,UTA,68,98,47,0.548234995,8.467307576,9.015542571,-2.340460209,-1.265157065,-3.605617275,-0.080933124,6.857394505,6.776461381,0.236857434,0,0.236857434,-1.059619589,3.60419316,2.544573571,0.521441351
Derrick Favors,favorde01,2021,RS,UTA,68,2190,1039,-0.666591231,2.622011624,1.955420394,0.519879468,-4.22243388,-3.702554411,-0.517631694,1.280013825,0.76238213,1.859402807,1.859402807,0,-0.757003329,3.025259267,2.268255938,-0.135757209
Cristiano Felicio,feliccr01,2021,RS,CHI,18,180,84,1.463915308,9.303585487,10.76750079,-5.864059556,9.380969307,3.516909752,0.070660495,9.892230541,9.962891036,0.543913563,0.543913563,0,1.091284727,6.724752746,7.816037473,-0.170556649
Terrance Ferguson,fergute01,2021,RS,PHI,13,106,49,-10.56793874,-8.112777305,-18.68071605,-10.68195587,0.808215114,-9.873740758,-11.2744754,-6.795887493,-18.07036289,-0.389499303,-0.389499303,0,-8.703382523,-7.308687262,-16.01206978,1.711902055
Bruno Fernando,fernabr01,2021,RS,ATL,33,489,226,-7.700485974,-2.799170549,-10.49965652,-8.841689779,2.652072194,-6.189617585,-8.461077138,-1.843222151,-10.30429929,-0.872844412,-0.872844412,0,-7.171219278,-4.153334559,-11.32455384,0.208017986
Yogi Ferrell,ferreyo01,2021,PO,LAC,8,1,0,-4.05262103,9.81177114,5.759150109,0.567151556,69.16426028,69.73141183,-3.195326254,22.55433299,19.35900673,0,0,0,-5.048498829,11.11889386,6.070395027,-2.179837283
Yogi Ferrell,ferreyo01,2021,RS,CLE,2,84,40,-3.575220306,3.879149961,0.303929654,-3.118185356,2.424855067,-0.693330289,-3.5327572,3.872578305,0.339821106,0.062728081,0.062728081,0,-0.024052684,3.149242738,3.125190055,-0.526823559
Yogi Ferrell,ferreyo01,2021,RS,LAC,8,197,96,3.721694597,1.066733865,4.788428461,-0.859770627,-0.351260372,-1.211030999,2.944975453,0.829357313,3.774332766,0.31481336,0.31481336,0,0.568617505,-0.196423243,0.372194263,-1.498810183
Dorian Finney-Smith,finnedo01,2021,PO,DAL,60,214,111,-0.278522515,-2.735028015,-3.013550529,26.36731492,22.26266065,48.62997558,5.071613348,2.378235547,7.449848895,0.599959822,0,0.599959822,6.551474759,4.29353264,10.8450074,0.691102893
Dorian Finney-Smith,finnedo01,2021,RS,DAL,60,3937,1921,-0.588233564,1.067051082,0.478817518,4.164574752,-0.164768912,3.999805841,0.345927087,0.874985395,1.220912483,3.870777296,3.870777296,0,0.651556463,0.974428746,1.625985209,-0.547215475
Malik Fitts,fittsma01,2021,RS,LAC,3,22,11,-1.023344676,-15.7118741,-16.73521877,-19.3643001,3.075660658,-16.28863945,-5.024130379,-12.85820496,-17.88233534,-0.083735723,-0.083735723,0,-5.744383932,-10.94494294,-16.68932687,-1.41486887
Malachi Flynn,flynnma01,2021,RS,TOR,47,1953,928,-0.646514481,0.559140497,-0.087373984,-4.2273848,0.584441324,-3.642943476,-1.437760209,0.607858756,-0.829901453,0.904644088,0.904644088,0,-1.252324885,0.402480911,-0.849843974,-0.494998191
Bryn Forbes,forbebr01,2021,PO,MIL,70,170,80,7.341095783,-3.605973788,3.735121995,11.44563714,-7.240828395,4.20480874,8.596351834,-4.696039484,3.90031235,0.283758754,0,0.283758754,9.431117455,-5.956065248,3.475052207,1.331578923
Bryn Forbes,forbebr01,2021,RS,MIL,70,2938,1354,0.815619179,-3.883118199,-3.06749902,0.170123159,-1.858673393,-1.688550233,0.674128976,-3.746835755,-3.072706778,-0.222154885,-0.222154885,0,0.850070593,-3.849851282,-2.999780688,-0.35078523
Trent Forrest,forretr01,2021,RS,UTA,30,621,302,-2.147932241,-4.357891081,-6.505823322,-1.321590954,-3.671721462,-4.993312416,-2.193451042,-4.577431989,-6.770883031,-0.61238576,-0.61238576,0,-1.881576936,-4.10997015,-5.991547086,-1.16592196
Evan Fournier,fournev01,2021,PO,BOS,16,209,103,0.369975199,-3.380731143,-3.010755944,29.11716526,-8.128016562,20.9891487,6.434988202,-4.562628441,1.872359761,0.251331669,0,0.251331669,4.783674569,0.609387229,5.393061798,0.315105858
Evan Fournier,fournev01,2021,RS,BOS,16,1012,472,-0.914104679,1.174560028,0.260455349,-0.491897255,0.715108408,0.223211152,-0.894685076,1.158530113,0.263845037,0.731539757,0.731539757,0,-1.27508703,1.620820009,0.345732978,0.801724065
Evan Fournier,fournev01,2021,RS,ORL,26,1659,787,2.215157353,-1.969598739,0.245558615,4.02760623,-2.764787942,1.262818288,2.860731178,-2.229311139,0.631420039,1.371720125,1.371720125,0,2.283418806,-1.501508196,0.78191061,1.040255146
De'Aaron Fox,foxde01,2021,RS,SAC,58,4321,2036,3.673008873,-2.290159644,1.382849229,0.377953971,-3.655377733,-3.277423763,3.151350324,-2.657337815,0.49401251,3.395656554,3.395656554,0,3.035396862,-1.881309719,1.154087143,0.775584778
Robert Franks,frankro01,2021,RS,ORL,7,213,101,1.562549839,-4.537855282,-2.975305443,1.775388257,-3.432413792,-1.657025535,1.797640709,-4.536955111,-2.739314402,0.00054966,0.00054966,0,0.747855932,-4.314478211,-3.566622279,-0.178058853
Tim Frazier,fraziti01,2021,RS,MEM,5,136,62,-8.838155028,1.712521416,-7.125633612,-8.276162829,8.613170977,0.337008148,-9.273355963,3.243011446,-6.030344517,-0.104577908,-0.104577908,0,-6.559956013,1.087342707,-5.472613306,0.790894543
Markelle Fultz,fultzma01,2021,RS,ORL,8,462,215,-2.46648432,-7.492445273,-9.958929594,0.237614737,-3.761997184,-3.524382447,-1.931171789,-7.158765545,-9.089937334,-0.696110909,-0.696110909,0,-2.414541473,-6.060615273,-8.475156746,0.09643407
Wenyen Gabriel,gabriwe01,2021,RS,NOP,21,514,241,-1.662266573,3.060435878,1.398169305,-1.278292426,2.221725428,0.943433002,-1.694926733,3.114987849,1.420061116,0.514999607,0.514999607,0,-1.519993665,1.772286856,0.252293191,0.444360385
Daniel Gafford,gaffoda01,2021,PO,WAS,23,132,62,6.48096541,-1.679828946,4.801136463,15.77013218,8.20893889,23.97907107,8.830826014,0.360145324,9.190971337,0.388112809,0,0.388112809,9.859301317,-1.489708401,8.369592916,-0.365502425
Daniel Gafford,gaffoda01,2021,RS,WAS,23,906,408,2.208053108,2.904046709,5.112099817,4.740743821,-0.57362927,4.167114551,2.874992789,2.372626807,5.247619596,1.6704466,1.6704466,0,1.684106162,2.78774628,4.471852442,0.342652076
Daniel Gafford,gaffoda01,2021,RS,CHI,31,819,383,-0.968592157,0.414145554,-0.554446603,-0.850466901,2.13914373,1.288676828,-0.964823978,0.77915412,-0.185669858,0.502871157,0.502871157,0,-0.79280026,0.455000577,-0.337799683,0.359526495
Danilo Gallinari,gallida01,2021,PO,ATL,51,159,77,-3.173505323,6.339493133,3.16598781,-4.131252959,1.663787475,-2.467465484,-3.554386744,5.646302555,2.09191581,0.198632755,0,0.198632755,1.372451246,5.412439301,6.784890547,1.223243613
Danilo Gallinari,gallida01,2021,RS,ATL,51,2515,1222,1.975105889,-1.19107013,0.784035758,-1.204890581,0.049196564,-1.155694017,1.401165082,-1.005011844,0.396153238,1.941463626,1.941463626,0,1.611939715,-1.253874011,0.358065704,-1.03219575
Langston Galloway,gallola01,2021,RS,PHO,40,933,438,1.270757537,-1.195125816,0.075631721,-1.614272735,-0.334158962,-1.948431697,0.707511954,-1.130013707,-0.422501754,0.519193734,0.519193734,0,0.017711301,-2.570959999,-2.553248698,-0.179912241
Darius Garland,garlada01,2021,RS,CLE,54,3684,1790,-0.091448456,-1.89588451,-1.987332966,0.528569398,0.476611844,1.005181242,0.159691033,-1.488154394,-1.328463361,1.30030383,1.30030383,0,-0.103294804,-1.037407825,-1.140702629,0.161325212
Marc Gasol,gasolma01,2021,PO,LAL,52,73,37,-0.07746328,3.937417639,3.859954359,-15.98001144,-11.76919389,-27.74920534,-3.415670714,0.798686475,-2.616984239,0.002622942,0,0.002622942,-3.308609851,9.469294727,6.160684875,1.255412804
Marc Gasol,gasolma01,2021,RS,LAL,52,2068,993,-1.844344504,3.041535044,1.19719054,-1.002266947,2.049974038,1.047707091,-1.759221638,2.914307542,1.155085904,1.989718001,1.989718001,0,-2.429958939,4.212525798,1.782566859,0.576215891
Rudy Gay,gayru01,2021,RS,SAS,63,2865,1358,-0.430012516,2.216455778,1.786443262,-1.087825231,6.905419982,5.817594751,-0.576591107,3.337335868,2.760744761,3.820360823,3.820360823,0,-0.229224201,2.047682645,1.818458444,0.05904184
Paul George,georgpa01,2021,PO,LAC,54,231,122,5.969778967,-0.031153534,5.938625434,1.339079247,-15.78579318,-14.44671393,5.10889301,-3.169239922,1.939653088,0.30009058,0,0.30009058,3.578939825,0.490880308,4.069820133,-0.314910181
Paul George,georgpa01,2021,RS,LAC,54,3701,1821,4.336469721,2.430913853,6.767383574,4.63835137,4.910768654,9.549120024,4.560796627,3.073977784,7.634774411,9.718379015,9.718379015,0,5.27219512,2.706202563,7.978397683,0.734206813
Taj Gibson,gibsota01,2021,PO,NYK,45,161,81,-0.013069882,7.332665578,7.319595697,12.40036549,8.424167333,20.82453282,2.635402147,7.895015882,10.53041803,0.558106318,0,0.558106318,1.932950888,10.0622973,11.99524819,-1.372477803
Taj Gibson,gibsota01,2021,RS,NYK,45,1905,936,-0.302632188,4.945632062,4.642999875,1.011021117,2.102306854,3.11332797,-0.025659235,4.574876851,4.549217616,3.458224615,3.458224615,0,-0.795435617,4.063558949,3.268123333,-0.796528542
Harry Giles III,gilesha01,2021,PO,POR,38,8,4,-48.89687473,-11.50562351,-60.40249824,-4.552818484,17.21486406,12.66204557,-42.90878102,-6.245201761,-49.15398278,-0.107097721,0,-0.107097721,-37.07154068,-21.70136181,-58.77290249,9.450032691
Harry Giles III,gilesha01,2021,RS,POR,38,749,348,-2.752184939,-1.169094262,-3.921279201,-6.293450146,1.106177221,-5.187272925,-3.733089613,-0.7387931,-4.471882713,-0.307405993,-0.307405993,0,-2.408575535,-1.868568692,-4.277144227,0.557003872
Shai Gilgeous-Alexander,gilgesh01,2021,RS,OKC,35,2461,1180,3.592665723,-0.954986022,2.637679701,2.24685548,-2.612104265,-0.365248784,3.695268897,-1.336663209,2.358605688,3.057932075,3.057932075,0,2.007963332,-1.494158619,0.513804713,-0.578905164
Anthony Gill,gillan01,2021,PO,WAS,26,40,20,-7.229823765,-16.16911659,-23.39894036,-25.2162408,4.103696007,-21.11254479,-11.49755008,-12.71125898,-24.20880906,-0.224193344,0,-0.224193344,-11.30549059,-16.58493968,-27.89043027,-0.710688197
Anthony Gill,gillan01,2021,RS,WAS,26,473,218,-1.211787269,0.937287061,-0.274500208,-2.497231067,1.009114871,-1.488116196,-1.562677508,1.015268143,-0.547409366,0.243651879,0.243651879,0,-2.232954152,0.27498656,-1.957967591,-0.547451554
Freddie Gillespie,gillefr01,2021,RS,TOR,20,824,392,-2.021525792,1.194882346,-0.826643446,-3.786512247,-1.212295026,-4.998807273,-2.534372221,0.766949628,-1.767422593,0.195841558,0.195841558,0,-2.195086434,1.156747122,-1.038339312,-0.345479747
Rudy Gobert,goberru01,2021,PO,UTA,71,199,96,-0.902575093,3.072890275,2.170315181,10.06863637,7.132971942,17.20160831,1.204747966,4.116471102,5.321219068,0.411910318,0,0.411910318,0.587498432,1.221013916,1.808512348,1.006485333
Rudy Gobert,goberru01,2021,RS,UTA,71,4616,2187,-1.222441165,7.980217622,6.757776457,3.857182568,8.872827077,12.73000965,-0.298147756,8.588385389,8.290237633,12.34985427,12.34985427,0,0.131941981,8.02475381,8.156695791,0.254723372
Brandon Goodwin,goodwbr01,2021,RS,ATL,47,1279,620,-1.915109477,-2.136751525,-4.051861002,-4.899016895,0.276035561,-4.622981334,-2.690200551,-1.756685222,-4.446885773,-0.529621368,-0.529621368,0,-2.107561899,-2.869871555,-4.977433454,-1.343989902
Aaron Gordon,gordoaa01,2021,PO,DEN,25,227,109,0.015611388,0.619493773,0.635105161,-5.18213823,-0.055052094,-5.237190324,-1.09282073,0.51681028,-0.57601045,0.126230937,0,0.126230937,-4.942094247,-0.623451999,-5.565546246,1.209308633
Aaron Gordon,gordoaa01,2021,RS,DEN,25,1341,648,-0.7445909,0.131843018,-0.612747882,1.762262122,-0.344230898,1.418031224,-0.325101633,0.029182561,-0.295919072,0.812058855,0.812058855,0,0.31075293,-0.215878524,0.094874407,0.089127871
Aaron Gordon,gordoaa01,2021,RS,ORL,25,1528,736,-0.941740513,1.787904999,0.846164487,0.972992827,2.136991937,3.109984764,-0.476938105,1.995941261,1.519003156,1.604669256,1.604669256,0,-1.000480145,0.521079743,-0.479400402,0.102538004
Eric Gordon,gordoer01,2021,RS,HOU,27,1691,789,0.484002037,-4.606013175,-4.122011138,-0.635113636,-0.26701602,-0.902129655,0.381049208,-3.96167039,-3.580621182,-0.336698347,-0.336698347,0,-0.279034166,-4.540343205,-4.819377371,0.704739595
Devonte' Graham,grahade01,2021,RS,CHA,55,3433,1659,2.333198831,-0.247838414,2.085360417,-0.95299586,3.825992996,2.872997136,1.825825468,0.58640937,2.412234838,4.330310289,4.330310289,0,2.581699271,-0.340145842,2.24155343,-0.90400198
Jerami Grant,grantje01,2021,RS,DET,54,3780,1829,1.228390479,-0.824930987,0.403459492,-0.265078322,1.545805404,1.280727082,1.077039924,-0.369171081,0.707868843,3.23917571,3.23917571,0,1.092725786,-0.863643672,0.229082114,0.389460677
Danny Green,greenda02,2021,PO,PHI,69,165,79,4.067634611,3.517434233,7.585068844,25.65346282,-12.38822516,13.26523766,8.712300891,0.247331824,8.959632716,0.483002074,0,0.483002074,6.46475037,-0.910774646,5.553975724,-0.757336954
Danny Green,greenda02,2021,RS,PHI,69,4080,1934,-0.013675341,3.185568653,3.171893312,2.085872021,-1.297045147,0.788826874,0.418407423,2.355821113,2.774228536,5.469190657,5.469190657,0,0.893774924,3.231826548,4.125601472,0.338748167
Draymond Green,greendr01,2021,RS,GSW,63,4303,1982,-0.263117418,3.958720901,3.695603483,6.236006986,0.855128953,7.091135939,1.088165888,3.513151646,4.601317534,7.566219615,7.566219615,0,0.475866809,3.974971906,4.450838715,1.799084081
JaMychal Green,greenja01,2021,PO,DEN,58,145,76,-0.152872817,-1.048950465,-1.201823282,6.450917914,3.017472326,9.468390241,1.235072513,-0.218450345,1.016622168,0.146330435,0,0.146330435,-3.623720329,-2.176932774,-5.800653103,-2.795936307
JaMychal Green,greenja01,2021,RS,DEN,58,2281,1120,0.433317363,-1.743189923,-1.30987256,-1.976955013,2.045411678,0.068456665,-0.103961624,-1.070801762,-1.174763386,0.896536784,0.896536784,0,0.151255194,-1.335385614,-1.184130419,-0.402863103
Javonte Green,greenja02,2021,RS,BOS,25,724,345,-0.362787796,-0.298756286,-0.661544082,-2.739547959,-0.298000798,-3.037548757,-0.908724983,-0.320975651,-1.229700634,0.26778761,0.26778761,0,-0.518482682,-0.45214022,-0.970622902,0.070198448
Javonte Green,greenja02,2021,RS,CHI,16,273,128,-0.662240179,4.404546477,3.742306297,10.58070007,6.649062758,17.22976283,1.675169434,5.136220518,6.811389952,0.626994913,0.626994913,0,2.894052078,3.712651156,6.606703235,0.417643742
Jeff Green,greenje02,2021,PO,BRK,68,78,39,-3.35570909,-0.46961926,-3.825328351,-4.705373146,21.08329494,16.3779218,-3.900478614,3.94665856,0.046179945,0.055577319,0,0.055577319,-6.721708321,1.833828826,-4.887879495,-3.080481478
Jeff Green,greenje02,2021,RS,BRK,68,3886,1835,-0.679142991,-0.837559354,-1.516702345,-0.395752837,-1.070994339,-1.466747176,-0.719144883,-0.923912258,-1.643057141,1.034326497,1.034326497,0,-0.377295006,-1.32675066,-1.704045665,-0.196062393
Josh Green,greenjo02,2021,RS,DAL,39,931,445,-3.100898004,-1.545836363,-4.646734367,-3.558412547,2.453012869,-1.105399677,-3.411234348,-0.814358113,-4.225592461,-0.3344282,-0.3344282,0,-3.555760585,-1.858048334,-5.413808919,-0.177479196
Blake Griffin,griffbl01,2021,PO,BRK,26,133,65,2.265169481,-7.746831833,-5.481662352,13.49859805,-2.159000438,11.33959761,4.703120963,-7.044236952,-2.341115989,0.013859651,0,0.013859651,1.747407643,-4.760362796,-3.012955152,-0.878027467
Blake Griffin,griffbl01,2021,RS,DET,20,1263,626,-0.318468718,1.245504312,0.927035595,-1.02316281,-0.224026777,-1.247189588,-0.431710688,1.028965705,0.597255017,1.059731105,1.059731105,0,-0.41625023,0.835764936,0.419514707,-0.88149298
Blake Griffin,griffbl01,2021,RS,BRK,26,1167,560,0.414697011,2.664108556,3.078805567,4.393312815,1.758130139,6.151442954,1.19650476,2.654831179,3.851335939,1.891141222,1.891141222,0,1.253883649,2.072848915,3.326732564,0.270917953
Kyle Guy,guyky01,2021,RS,SAC,31,514,235,-1.24329848,-3.396437829,-4.63973631,-1.78318898,-1.813141773,-3.596330753,-1.424401851,-3.212199742,-4.636601592,-0.226767397,-0.226767397,0,-0.199488628,-4.9247075,-5.124196128,0.254240167
Rui Hachimura,hachiru01,2021,PO,WAS,57,189,89,-1.347321532,-3.795045041,-5.142366573,-1.50255124,-6.825608274,-8.328159514,-1.505662148,-4.540337183,-6.045999331,-0.155197329,0,-0.155197329,0.703082181,-5.438972467,-4.735890287,0.532677648
Rui Hachimura,hachiru01,2021,RS,WAS,57,3949,1797,-2.892002462,-0.978040702,-3.870043164,-2.074322147,0.223598298,-1.850723849,-2.88953496,-0.775786633,-3.665321593,-0.837772298,-0.837772298,0,-2.847768809,-0.368485977,-3.216254786,-0.171036367
Ashton Hagans,haganas01,2021,RS,MIN,2,10,4,-15.3982148,-3.071444269,-18.46965907,-28.13263469,13.20309149,-14.9295432,-18.96184212,0.14498797,-18.81685415,-0.034690486,-0.034690486,0,-15.71514484,-7.948702606,-23.66384744,5.855007188
Tyrese Haliburton,halibty01,2021,RS,SAC,58,3722,1746,2.386772524,-2.848882377,-0.462109853,-2.364905733,-0.404665071,-2.769570804,1.541031749,-2.461937748,-0.920905999,1.628787554,1.628787554,0,1.129476846,-1.799460006,-0.66998316,-0.036328836
Donta Hall,halldo01,2021,RS,ORL,13,384,179,0.663433816,1.705927553,2.36936137,-3.735573584,4.920035193,1.184461609,-0.13212,2.568590632,2.436470632,0.47568523,0.47568523,0,0.30194828,1.476668723,1.778617003,0.432048749
Josh Hall,halljo01,2021,RS,OKC,21,735,336,-7.298322397,-4.100621214,-11.39894361,-3.722224406,-1.383199892,-5.105424297,-6.858591772,-3.726843674,-10.58543545,-1.348341627,-1.348341627,0,-7.072827131,-5.097623391,-12.17045052,0.386016422
R.J. Hampton,hamptrj01,2021,RS,DEN,25,505,233,-3.642888275,-5.405745776,-9.048634051,-8.935605815,-1.04049171,-9.976097524,-5.024529457,-4.842308367,-9.866837824,-0.846580183,-0.846580183,0,-4.403632481,-5.26277435,-9.666406831,0.0662055
R.J. Hampton,hamptrj01,2021,RS,ORL,26,1381,655,-1.385782718,-3.818443106,-5.204225823,-0.648133688,-5.813150721,-6.461284409,-1.189836194,-4.424403708,-5.614239902,-0.96071534,-0.96071534,0,-1.252241911,-3.958435556,-5.210677467,0.373532063
Tim Hardaway Jr.,hardati02,2021,PO,DAL,70,214,111,6.560425985,1.028298321,7.588724307,1.979106171,9.7327255,11.71183167,5.804601089,2.988664965,8.793266054,0.680671318,0,0.680671318,6.285468036,4.068439134,10.35390717,0.936689499
Tim Hardaway Jr.,hardati02,2021,RS,DAL,70,4078,1985,1.880407869,0.464603566,2.345011435,0.037653325,-2.309622429,-2.271969104,1.565098874,-0.087608637,1.477490237,4.258629861,4.258629861,0,2.279574617,-0.540672737,1.738901879,-0.536516075
James Harden,hardeja01,2021,PO,BRK,36,204,103,16.98198354,6.398903393,23.38088694,9.453727873,15.20108876,24.65481664,16.30349684,8.622586146,24.92608299,1.457420923,0,1.457420923,12.77292592,10.86730535,23.64023127,-2.779697442
James Harden,hardeja01,2021,RS,BRK,36,2734,1319,7.392148434,-0.755663582,6.636484852,2.765870056,-2.608859572,0.157010484,6.762261083,-1.177969061,5.584292021,5.594192918,5.594192918,0,6.655844036,-1.125215621,5.530628415,-0.259265698
James Harden,hardeja01,2021,RS,HOU,8,610,290,6.04702224,-4.232919707,1.814102532,0.873314726,-2.704160323,-1.830845598,5.471868219,-4.141782233,1.330085986,0.609318651,0.609318651,0,4.096917576,-3.9379053,0.159012276,0.942935289
Maurice Harkless,harklma01,2021,RS,MIA,11,269,124,-4.964953967,-4.502623508,-9.467577475,-8.352673705,0.254639148,-8.098034557,-5.987439347,-3.80400542,-9.791444768,-0.446726975,-0.446726975,0,-6.558033063,-4.151387484,-10.70942055,0.28365115
Maurice Harkless,harklma01,2021,RS,SAC,26,1383,648,-2.708156182,-0.669428425,-3.377584608,0.359365538,0.613504767,0.972870305,-2.217944731,-0.378744001,-2.596688732,0.050752436,0.050752436,0,-2.172179647,-0.098770162,-2.270949809,0.13200077
Jared Harper,harpeja01,2021,RS,NYK,8,40,16,-13.95041024,0.329057455,-13.62135279,-14.54029632,8.752466931,-5.787829387,-14.94961837,2.059910355,-12.88970802,-0.087094492,-0.087094492,0,-11.81648707,-3.677886433,-15.4943735,5.272553955
Montrezl Harrell,harremo01,2021,PO,LAL,69,31,15,2.160156438,11.97873605,14.13889249,-6.772258626,0.849941213,-5.922317413,0.476664747,10.35855325,10.835218,0.111656917,0,0.111656917,0.889077673,17.29393955,18.18301722,4.044082446
Montrezl Harrell,harremo01,2021,RS,LAL,69,3284,1580,1.942358715,2.513812812,4.456171527,-1.194375989,-0.192099956,-1.386475945,1.431626241,2.022639525,3.454265766,4.982809905,4.982809905,0,0.453855619,2.39132319,2.845178808,-0.374479868
Gary Harris,harriga01,2021,RS,DEN,19,1182,581,-1.301199319,0.293465467,-1.007733851,1.106985383,1.544968181,2.651953563,-0.920771503,0.567896804,-0.352874699,0.706693418,0.706693418,0,-1.694599537,0.869982671,-0.824616866,-0.550990825
Gary Harris,harriga01,2021,RS,ORL,20,1043,499,-2.851139775,-1.561174489,-4.412314264,-5.213863113,-3.235192062,-8.449055175,-3.414856143,-1.975943098,-5.390799241,-0.672295295,-0.672295295,0,-4.00175225,-2.649978039,-6.65173029,-0.003793122
Jalen Harris,harrija01,2021,RS,TOR,13,369,172,2.072682923,-2.223071606,-0.150388683,1.084380166,3.179278194,4.263658361,2.020700417,-1.202939399,0.817761018,0.31771776,0.31771776,0,1.08008081,-2.07188604,-0.99180523,1.493594105
Joe Harris,harrijo01,2021,PO,BRK,69,205,102,0.373537565,4.0790766,4.452614165,11.95597291,17.11681026,29.07278317,2.725509228,6.993821975,9.719331203,0.662219398,0,0.662219398,0.790617842,6.938037784,7.728655626,-1.029895611
Joe Harris,harrijo01,2021,RS,BRK,69,4551,2141,1.494380677,-0.036652938,1.457727739,2.703212488,2.326765483,5.029977971,1.779747799,0.467934362,2.247682161,5.482843024,5.482843024,0,2.253876649,0.281503498,2.535380147,0.438073174
Shaquille Harrison,harrish01,2021,PO,DEN,17,59,28,-13.28992064,4.263268269,-9.026652368,-3.383271154,1.533034368,-1.850236786,-11.97749585,3.95078716,-8.026708693,-0.079005687,0,-0.079005687,-14.30430179,0.825706591,-13.4785952,1.587844227
