player_name,player_id,season,season_type,team,G,poss,min_played,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Precious Achiuwa,achiupr01,2021,PO,MIA,61,24,12,-20.40072027,17.10694278,-3.293777484,-13.28829719,28.12665023,14.83835303,-19.81565206,20.46111224,0.645460181,0.022054179,0,0.022054179,-16.26784964,10.90999542,-5.357854222,2.803496305
Precious Achiuwa,achiupr01,2021,RS,MIA,61,1557,737,-3.90168522,1.362527729,-2.539157491,-3.956338753,-1.313999678,-5.270338431,-4.143905501,0.874222985,-3.269682516,-0.195980819,-0.195980819,0,-3.709574112,0.532336749,-3.177237363,0.295137007
Jaylen Adams,adamsja01,2021,RS,MIL,7,41,18,-13.0840432,-3.407053777,-16.49109698,-26.6363796,7.175866222,-19.46051338,-16.83104695,-1.514834024,-18.34588098,-0.140622006,-0.140622006,0,-12.83637181,-4.204280734,-17.04065254,-1.836081381
Steven Adams,adamsst01,2021,RS,NOP,58,3313,1605,-1.43230156,2.257677234,0.825375674,3.49694976,-3.625668333,-0.128718574,-0.511899188,1.191505759,0.679606572,2.774217858,2.774217858,0,-0.659187252,1.441637627,0.782450375,-1.229212637
Bam Adebayo,adebaba01,2021,PO,MIA,64,293,136,-5.182811959,-1.069661764,-6.252473723,-3.151550474,11.69359701,8.542046539,-4.859448798,1.506796732,-3.352652066,-0.043864859,0,-0.043864859,-5.046166036,1.312847901,-3.733318135,1.673563107
Bam Adebayo,adebaba01,2021,RS,MIA,64,4362,2143,0.229752497,2.234034427,2.463786924,0.845049001,0.190340964,1.035389965,0.390460636,1.931939679,2.322400315,5.539123598,5.539123598,0,0.379664524,1.5139561,1.893620624,-0.124335343
LaMarcus Aldridge,aldrila01,2021,RS,BRK,5,265,130,-0.851581949,1.084465071,0.232883123,4.69846772,0.357705858,5.056173577,0.169769482,1.010426325,1.180195807,0.25956102,0.25956102,0,0.888842537,0.318751988,1.207594525,-0.431195186
LaMarcus Aldridge,aldrila01,2021,RS,SAS,21,1138,544,-3.114561173,-0.7562504,-3.870811573,-1.919503141,-2.40511444,-4.324617581,-3.041258755,-1.12359308,-4.164851835,-0.391017193,-0.391017193,0,-3.101933327,-0.389807623,-3.491740949,-0.430255494
Nickeil Alexander-Walker,alexani01,2021,RS,NOP,46,2109,1007,-0.827924074,0.752325849,-0.075598225,-2.757086569,0.307761539,-2.44932503,-1.295284693,0.730225546,-0.565059147,1.126982849,1.126982849,0,-0.45654698,0.842819295,0.386272315,0.397832232
Ty-Shon Alexander,alexaty01,2021,RS,PHO,15,98,47,-3.215139245,-1.661507758,-4.876647003,-8.075110094,-1.322379487,-9.397489581,-4.46501269,-1.740144337,-6.205157026,-0.08248516,-0.08248516,0,-4.426463153,-4.935320451,-9.361783604,-0.447806544
Grayson Allen,allengr01,2021,PO,MEM,50,150,71,-0.411514432,-3.776549813,-4.188064245,-15.45701283,-4.223247155,-19.68025998,-3.766767968,-4.015670079,-7.782438047,-0.190271441,0,-0.190271441,1.085489402,-4.70927093,-3.623781528,1.176211337
Grayson Allen,allengr01,2021,RS,MEM,50,2684,1259,0.386437049,0.518574959,0.905012008,-1.01020849,-0.477113838,-1.487322328,0.122943801,0.328527571,0.451471371,2.063165523,2.063165523,0,0.348317793,0.318532669,0.666850462,0.33029481
Jarrett Allen,allenja01,2021,RS,CLE,51,3153,1544,-1.146811492,2.02519632,0.878384828,-1.057256574,-2.258406357,-3.315662931,-1.128218474,1.288822214,0.16060374,2.281729547,2.281729547,0,-1.430453823,0.679475002,-0.750978821,-0.488627719
Jarrett Allen,allenja01,2021,RS,BRK,12,690,320,1.060593347,4.171134802,5.23172815,2.351637331,2.848220591,5.199857922,1.342488958,4.170948991,5.51343795,1.3580432,1.3580432,0,1.972511452,2.798018793,4.770530245,0.667720496
Al-Farouq Aminu,aminual01,2021,RS,ORL,17,753,367,-3.407593295,3.661450572,0.253857278,-2.594624376,0.033154578,-2.561469798,-3.390247283,3.158623968,-0.231623315,0.472559774,0.472559774,0,-3.094314173,2.009262156,-1.085052017,0.216355985
Al-Farouq Aminu,aminual01,2021,RS,CHI,6,134,67,-5.124558429,0.11841242,-5.006146009,1.378551133,8.322552121,9.701103254,-4.003810921,1.870705099,-2.133105822,0.020994754,0.020994754,0,-2.773403281,0.380518474,-2.392884807,-0.444301086
Kyle Anderson,anderky01,2021,PO,MEM,69,203,99,4.490814805,8.291123807,12.78193861,10.45625754,10.27742162,20.73367917,5.839928979,9.315773443,15.15570242,0.936731559,0,0.936731559,10.14941728,10.41664604,20.56606332,0.415207361
Kyle Anderson,anderky01,2021,RS,MEM,69,4023,1887,1.244809522,2.263301781,3.508111302,-2.145384377,1.620462525,-0.524921852,0.617699199,2.251301345,2.869000545,5.429162111,5.429162111,0,0.509917148,2.191778303,2.701695451,0.363684578
Giannis Antetokounmpo,antetgi01,2021,PO,MIL,61,307,145,2.321800509,7.111451155,9.433251664,-9.399543944,-2.834783758,-12.2343277,-0.021124702,5.276601939,5.255477237,0.614383418,0,0.614383418,0.528603883,4.655564958,5.184168841,0.572838751
Giannis Antetokounmpo,antetgi01,2021,RS,MIL,61,4369,2013,5.177495339,1.561154566,6.738649906,1.703364349,3.307774242,5.011138591,4.624035835,1.993071914,6.617107749,9.745890979,9.745890979,0,4.624424244,1.876134826,6.500559071,1.31795794
Kostas Antetokounmpo,antetko01,2021,RS,LAL,15,131,56,-11.79126532,4.821046725,-6.970218596,-3.258499691,11.33773154,8.079231847,-10.71424688,6.392839158,-4.321407721,-0.045780603,-0.045780603,0,-10.25123176,1.605720717,-8.645511045,1.987270512
Thanasis Antetokounmpo,antetth01,2021,RS,MIL,57,1224,551,-2.787583742,1.451379453,-1.336204288,-2.040446338,3.276335795,1.235889456,-2.844731227,1.889518656,-0.955212572,0.505795291,0.505795291,0,-2.287588078,0.791236272,-1.496351806,0.249021054
Carmelo Anthony,anthoca01,2021,PO,POR,69,176,90,2.864367874,0.278802294,3.143170168,-6.393007279,-25.81487272,-32.20788,0.962568197,-5.107650495,-4.145082298,-0.064860978,0,-0.064860978,-0.02067219,-8.551438144,-8.572110334,-1.789270847
Carmelo Anthony,anthoca01,2021,RS,POR,69,3494,1690,0.783561298,-2.302213844,-1.518652546,-1.40212295,-3.660414786,-5.062537736,0.293696141,-2.679839735,-2.386143594,0.309650258,0.309650258,0,0.570871556,-3.375305017,-2.804433461,-1.313355103
Cole Anthony,anthoco01,2021,RS,ORL,47,2654,1273,-2.113359061,-2.425650324,-4.539009384,-2.208249628,-4.598628069,-6.806877697,-2.130570918,-2.988852594,-5.119423512,-1.530271835,-1.530271835,0,-2.754820652,-2.665603523,-5.420424175,-0.566411007
OG Anunoby,anunoog01,2021,RS,TOR,43,2982,1433,-0.130393702,1.989683413,1.859289711,1.448926562,2.780900178,4.22982674,0.189278332,2.287005587,2.47628392,3.829429506,3.829429506,0,0.37318157,2.488954237,2.862135808,0.222156439
Ryan Arcidiacono,arcidry01,2021,RS,CHI,44,930,450,0.370432777,0.035590489,0.406023267,-2.421807141,2.712383389,0.290576248,-0.161974958,0.594630968,0.43265601,0.723754567,0.723754567,0,-0.281328386,0.289874388,0.008546003,-0.9606178
Trevor Ariza,arizatr01,2021,PO,MIA,30,206,96,-5.651240813,4.32580404,-1.325436773,-16.11974602,11.47599221,-4.643753811,-8.041753833,6.052768164,-1.988985668,0.039079767,0,0.039079767,-7.839958627,5.733422508,-2.106536119,1.622375022
Trevor Ariza,arizatr01,2021,RS,MIA,30,1723,841,-1.691345496,3.075632881,1.384287385,2.209324464,-0.408261929,1.801062535,-0.976915612,2.52186393,1.544948318,1.842937672,1.842937672,0,-0.834295638,2.689674291,1.855378653,0.003779542
D.J. Augustin,augusdj01,2021,RS,MIL,37,1523,713,-0.097541138,-1.498361885,-1.595903024,1.146238226,1.251820817,2.398059043,0.125163088,-1.065879782,-0.940716694,0.651644976,0.651644976,0,0.106535081,-1.858197708,-1.751662627,-1.000717047
D.J. Augustin,augusdj01,2021,RS,HOU,20,876,416,2.021176175,-3.827554107,-1.806377932,-0.838031909,-8.170616193,-9.008648102,1.622913776,-4.947089361,-3.324175584,-0.12141107,-0.12141107,0,1.103198943,-5.793494369,-4.690295425,-0.376009609
Deni Avdija,avdijde01,2021,RS,WAS,54,2783,1257,-2.545645895,0.658544046,-1.887101849,-1.303472588,0.410073184,-0.893399405,-2.448589515,0.665309574,-1.783279942,0.619940796,0.619940796,0,-2.411795623,1.154374531,-1.257421092,-0.006101959
Deandre Ayton,aytonde01,2021,PO,PHO,69,239,120,2.243166127,1.348602081,3.591768208,13.55095295,2.074969016,15.62592197,4.760145487,1.524198623,6.28434411,0.570424421,0,0.570424421,8.17737054,-0.499274604,7.678095936,-0.006900433
Deandre Ayton,aytonde01,2021,RS,PHO,69,4320,2115,-0.989092121,2.103151465,1.114059343,4.081253121,-3.521471009,0.559782112,-0.037813788,1.041581402,1.003767613,4.012542336,4.012542336,0,0.238183866,0.752235671,0.990419537,-0.948464255
Udoka Azubuike,azubuud01,2021,RS,UTA,15,124,57,-5.414844319,-3.163808913,-8.578653232,-26.38185258,-8.805469966,-35.18732255,-10.22215471,-4.64582143,-14.86797614,-0.354285433,-0.354285433,0,-8.74865598,-4.208961184,-12.95761716,0.538028404
Dwayne Bacon,bacondw01,2021,RS,ORL,72,3875,1853,-2.45685084,-1.696844611,-4.153695451,-4.231377423,-1.515304466,-5.746681889,-2.877371473,-1.729154105,-4.606525577,-1.744881926,-1.744881926,0,-3.540610943,-1.84597447,-5.386585413,-0.591331502
Marvin Bagley III,baglema01,2021,RS,SAC,43,2346,1112,-2.401401867,-0.185972437,-2.587374305,0.23482726,-2.118619521,-1.883792262,-2.028246746,-0.5332087,-2.561455446,0.107053902,0.107053902,0,-1.949368067,-1.159977717,-3.109345784,0.079843675
LaMelo Ball,ballla01,2021,RS,CHA,51,3163,1469,1.65256266,-0.626697224,1.025865435,-1.274133425,-1.808817819,-3.082951245,1.193655758,-0.913711647,0.279944112,2.320084478,2.320084478,0,1.94199131,-0.424231783,1.517759527,2.187274741
Lonzo Ball,balllo01,2021,RS,NOP,55,3669,1747,1.044207659,0.238635272,1.282842931,2.51713951,0.696026147,3.213165656,1.399947672,0.368587869,1.768535542,4.042730701,4.042730701,0,1.819435724,0.956294876,2.7757306,0.382906875
Mo Bamba,bambamo01,2021,RS,ORL,46,1527,725,-1.897815547,-0.949672439,-2.847487986,-0.952260088,-4.386957112,-5.3392172,-1.698819614,-1.659168455,-3.357988069,-0.225634928,-0.225634928,0,-1.241499296,-1.643809069,-2.885308365,0.333688065
Desmond Bane,banede01,2021,PO,MEM,68,128,58,3.218011289,-2.770596408,0.447414881,-0.689139926,3.008670526,2.319530599,2.369919547,-1.64143137,0.728488177,0.107767913,0,0.107767913,4.262767442,-2.909545178,1.353222264,1.481077436
Desmond Bane,banede01,2021,RS,MEM,68,3219,1519,0.040887127,-1.614456955,-1.573569828,0.204043163,-1.116670065,-0.912626901,0.083046189,-1.621173911,-1.538127722,0.934168061,0.934168061,0,-0.06180489,-1.721800391,-1.783605281,-0.540304382
Harrison Barnes,barneha02,2021,RS,SAC,58,4430,2102,0.817742824,-0.133509362,0.684233462,2.781432548,-0.304375634,2.477056914,1.277635873,-0.130451703,1.147184169,4.168443011,4.168443011,0,1.160510326,-0.626044281,0.534466045,-0.267081487
RJ Barrett,barrerj01,2021,PO,NYK,72,172,87,-2.618933678,2.261033901,-0.357899777,2.280563786,-14.89230424,-12.61174045,-1.639537711,-1.292425831,-2.931963541,-0.008221636,0,-0.008221636,-2.256788071,1.695206889,-0.561581182,-1.27585447
RJ Barrett,barrerj01,2021,RS,NYK,72,5103,2511,-0.326859587,-0.407209667,-0.734069254,2.015487272,0.218918406,2.234405678,0.155103506,-0.344710456,-0.189606951,3.294285419,3.294285419,0,-0.315827009,-0.036255943,-0.352082952,0.435121505
Will Barton,bartowi01,2021,RS,DEN,56,3527,1736,-0.813276238,-1.643375424,-2.456651662,2.863389453,-2.152461337,0.710928116,-0.1591752,-1.85736349,-2.01653869,0.646555111,0.646555111,0,-0.165745711,-1.684082658,-1.849828369,-0.47825403
Keita Bates-Diop,bateske01,2021,RS,SAS,30,525,245,-1.573568185,1.636061695,0.06249351,-4.273408779,-2.440630065,-6.714038844,-2.202014358,0.900783366,-1.301230992,0.179842876,0.179842876,0,-2.276665201,-0.91077211,-3.187437311,-0.697989991
Nicolas Batum,batumni01,2021,PO,LAC,67,150,77,4.243521011,-1.124863578,3.118657433,11.3297424,16.26132976,27.59107216,5.971069851,2.413858203,8.384928054,0.443754165,0,0.443754165,3.900069087,2.555833536,6.455902623,-1.606907223
Nicolas Batum,batumni01,2021,RS,LAC,67,3766,1835,-0.088301665,2.3253947,2.237093035,1.117907132,1.987913048,3.10582018,0.116025662,2.376061436,2.492087098,4.897206734,4.897206734,0,0.35299562,2.17005822,2.52305384,-0.216537337
Aron Baynes,baynear01,2021,RS,TOR,53,2068,980,-5.031894336,1.303245338,-3.728648998,-3.537010937,-2.09794002,-5.634950958,-5.04104263,0.673541798,-4.367500832,-0.808268268,-0.808268268,0,-5.163712286,0.581108332,-4.582603954,-0.059391138
Kent Bazemore,bazemke01,2021,RS,GSW,67,2882,1333,-2.485529415,1.957427479,-0.528101936,0.654844249,4.779980193,5.434824442,-1.972450683,2.630526118,0.658075435,2.326589249,2.326589249,0,-2.439895644,2.737722683,0.297827039,0.382011521
Darius Bazley,bazleda01,2021,RS,OKC,55,3658,1714,-4.482464087,-0.356098175,-4.838562262,-4.17187379,-1.69144495,-5.86331874,-4.561598298,-0.626515332,-5.18811363,-2.139224201,-2.139224201,0,-4.779610281,-1.536333307,-6.315943588,0.337951873
Bradley Beal,bealbr01,2021,PO,WAS,60,240,113,5.109019343,2.947122995,8.056142337,10.62182854,-25.34398031,-14.72215177,6.816717227,-2.658894987,4.15782224,0.41316753,0,0.41316753,10.33373134,-5.492508316,4.841223024,0.577902956
Bradley Beal,bealbr01,2021,RS,WAS,60,4706,2147,4.848736799,-1.428467587,3.420269211,5.607993694,-4.227388555,1.38060514,5.357213485,-2.091765085,3.265448399,6.661141325,6.661141325,0,4.524948811,-1.792475664,2.732473147,1.100629043
Malik Beasley,beaslma01,2021,RS,MIN,37,2582,1214,0.906916554,-2.484936836,-1.578020282,-0.406480122,-1.315601402,-1.722081524,0.747733611,-2.369666054,-1.621932443,0.698489693,0.698489693,0,0.828393475,-1.705174146,-0.876780671,-0.031208773
Jordan Bell,belljo01,2021,RS,GSW,1,32,15,-3.924267485,-13.48346968,-17.40773717,10.63554771,-7.048202774,3.587344935,-1.137880928,-13.02625941,-14.16414033,-0.088166172,-0.088166172,0,1.246144308,-12.1868652,-10.94072089,0.940673296
Jordan Bell,belljo01,2021,RS,WAS,5,138,67,-6.3084293,0.025690321,-6.282738979,-10.99766014,-0.747914986,-11.74557512,-7.667830094,-0.108236195,-7.776066289,-0.17055383,-0.17055383,0,-7.956340317,-0.864062943,-8.82040326,-0.737130082
DeAndre' Bembry,bembrde01,2021,RS,TOR,51,2047,972,-2.247266253,0.29715793,-1.950108323,-1.497528387,2.546032706,1.048504318,-2.24656723,0.796823653,-1.449743577,0.647046607,0.647046607,0,-2.409435544,0.437396905,-1.972038638,0.349324784
Davis Bertans,bertada01,2021,PO,WAS,57,177,83,-0.79266701,-5.114615501,-5.907282511,7.153276328,-9.872298931,-2.719022603,0.747749718,-6.295773027,-5.548023308,-0.122886759,0,-0.122886759,3.425863642,-6.873131584,-3.447267942,0.548217033
Davis Bertans,bertada01,2021,RS,WAS,57,3250,1464,1.731110354,-0.881046182,0.850064172,2.04388425,0.532521342,2.576405592,1.905253412,-0.630277469,1.274975943,3.018944911,3.018944911,0,1.495977014,-0.623560824,0.872416189,0.421800914
Patrick Beverley,beverpa01,2021,PO,LAC,37,87,46,-3.692865435,-12.8139661,-16.50683153,1.381657177,1.530315857,2.911973034,-2.906334063,-10.49752012,-13.40385418,-0.253151364,0,-0.253151364,-3.78279642,-4.186868827,-7.969665247,-1.794906662
Patrick Beverley,beverpa01,2021,RS,LAC,37,1700,832,-0.29647345,-0.489257305,-0.785730755,0.156701753,2.18786085,2.344562603,-0.272560283,0.01607138,-0.256488903,1.053560735,1.053560735,0,0.211928449,1.121469123,1.333397572,-0.467533247
Saddiq Bey,beysa01,2021,RS,DET,70,3956,1909,-0.616301255,-2.356029926,-2.972331181,-4.152501354,0.293740723,-3.85876063,-1.342306412,-1.935653285,-3.277959697,-0.513629578,-0.513629578,0,-2.293191804,-2.049057358,-4.342249162,-0.115519403
Tyler Bey,beyty01,2021,RS,DAL,18,159,71,-7.141270316,-3.892667912,-11.03393823,-14.46497052,-4.263985363,-18.72895588,-9.15789085,-4.216325403,-13.37421625,-0.385210815,-0.385210815,0,-7.287026791,-4.729047266,-12.01607406,0.093689319
Khem Birch,birchkh01,2021,RS,ORL,48,1984,952,-2.005029045,2.038247997,0.033218951,-1.817841202,2.468441581,0.650600379,-2.039227808,2.304205678,0.26497787,1.451785046,1.451785046,0,-2.917144283,1.234696645,-1.682447638,-0.870269503
Khem Birch,birchkh01,2021,RS,TOR,19,1192,577,-1.475764876,1.740957251,0.265192375,1.636845436,-1.430701232,0.206144204,-0.921210415,1.195219673,0.274009258,0.88620835,0.88620835,0,-0.903283565,1.589903436,0.686619871,-0.455506706
Goga Bitadze,bitadgo01,2021,RS,IND,45,1230,561,-0.546248808,-0.374441265,-0.920690073,0.141655647,-0.336836504,-0.195180856,-0.430531403,-0.388567666,-0.819099069,0.552870789,0.552870789,0,-0.079426825,0.086299564,0.006872739,0.037286359
Bismack Biyombo,biyombi01,2021,RS,CHA,66,2796,1349,-5.091011385,1.275079901,-3.815931484,-6.082696874,-1.173024453,-7.255721327,-5.627831962,0.85558308,-4.772248882,-1.385071472,-1.385071472,0,-5.70770444,-0.520895399,-6.228599838,-0.490514922
Nemanja Bjelica,bjeline01,2021,PO,MIA,11,59,30,7.846516482,0.342083462,8.188599943,0.666720161,-8.331208499,-7.664488338,7.079455979,-1.449134785,5.630321194,0.132848369,0,0.132848369,5.793607922,-0.898022678,4.895585244,0.411972802
Nemanja Bjelica,bjeline01,2021,RS,SAC,26,929,439,-1.494859256,-3.107565569,-4.602424825,-3.932296495,-1.875035366,-5.807331862,-2.099183922,-2.963329453,-5.062513375,-0.518634783,-0.518634783,0,-2.228271637,-3.053417825,-5.281689462,0.133177307
Nemanja Bjelica,bjeline01,2021,RS,MIA,11,318,156,1.088429504,-2.19243576,-1.104006256,7.219197804,-6.552911802,0.666286003,2.42977975,-3.264557864,-0.834778114,0.151775064,0.151775064,0,2.420516375,-1.47883695,0.941679425,-0.437029428
Eric Bledsoe,bledser01,2021,RS,NOP,71,4471,2111,-0.690788096,-1.191954597,-1.882742693,0.953452843,-3.840947466,-2.887494624,-0.407717853,-1.800770872,-2.208488725,0.585779933,0.585779933,0,-0.240913774,-1.528235205,-1.76914898,0.44233284
Keljin Blevins,blevike01,2021,PO,POR,17,7,3,9.948227889,-28.24923319,-18.3010053,23.54856836,-39.14014069,-15.59157233,13.29812745,-32.2651457,-18.96701825,-0.025864308,0,-0.025864308,8.743560775,-33.51710227,-24.77354149,1.010198584
Keljin Blevins,blevike01,2021,RS,POR,17,175,75,-6.948305207,-4.382225053,-11.33053026,-15.87875885,5.34892561,-10.52983324,-9.291735749,-2.572353818,-11.86408957,-0.354643932,-0.354643932,0,-7.810055946,-5.091349758,-12.9014057,1.706328042
Bogdan Bogdanovic,bogdabo01,2021,PO,ATL,44,214,108,1.766311737,-0.000973694,1.765338044,18.10317931,11.90899455,30.01217387,5.342114694,2.372107948,7.714222642,0.585890828,0,0.585890828,10.7159955,3.742123278,14.45811878,-1.446740369
Bogdan Bogdanovic,bogdabo01,2021,RS,ATL,44,2708,1305,3.140136125,0.75099626,3.891132385,2.516375175,-1.01536455,1.501010625,3.16819571,0.425568611,3.59376432,4.208171417,4.208171417,0,3.107248892,0.498129128,3.60537802,-0.372387775
Bojan Bogdanovic,bogdabo02,2021,PO,UTA,72,206,100,2.377881969,-0.455018086,1.922863883,-5.491537111,-13.70266857,-19.19420568,0.656541605,-3.15672964,-2.500188034,0.013339082,0,0.013339082,-1.15789261,-4.89896054,-6.05685315,1.444870646
Bojan Bogdanovic,bogdabo02,2021,RS,UTA,72,4614,2216,-0.297459512,-0.909974851,-1.207434363,-0.564470999,-1.76775721,-2.33222821,-0.442982048,-1.210796771,-1.653778818,1.241818535,1.241818535,0,-0.176456016,-1.655754388,-1.832210404,0.197763025
Bol Bol,bolbo01,2021,PO,DEN,32,4,2,-5.909539917,-14.50210508,-20.411645,-30.78958239,4.313414147,-26.47616824,-11.35523013,-11.59869505,-22.95392518,-0.021037059,0,-0.021037059,-12.01138202,-22.4525602,-34.46394223,-1.038661603
Bol Bol,bolbo01,2021,RS,DEN,32,369,160,-5.614637384,-2.294907093,-7.909544477,-11.96175527,-4.475250666,-16.43700593,-7.371599773,-2.928811044,-10.30041082,-0.623841179,-0.623841179,0,-5.854992967,-4.017017352,-9.872010319,1.226424236
Marques Bolden,boldema01,2021,RS,CLE,6,60,29,-8.289985936,11.03960417,2.749618235,-19.2924292,19.73563293,0.443203729,-11.03158474,13.59135578,2.559771032,0.078202898,0.078202898,0,-9.228002899,7.584931158,-1.643071741,-0.461953709
Jordan Bone,bonejo01,2021,RS,ORL,14,414,196,-2.369062911,-5.076717371,-7.445780282,-5.121513241,-2.891501776,-8.013015017,-3.018919822,-4.902213518,-7.921133339,-0.509303016,-0.509303016,0,-3.781449953,-4.983812978,-8.765262931,-1.524318543
Isaac Bonga,bongais01,2021,PO,WAS,40,14,7,-18.10478983,40.71750734,22.61271751,-21.94001441,38.80323146,16.86321706,-19.86527322,42.88972174,23.02444853,0.096788708,0,0.096788708,-10.04893511,29.23808686,19.18915174,1.909132241
Isaac Bonga,bongais01,2021,RS,WAS,40,945,432,-5.154323278,1.630077874,-3.524245404,-5.153860805,4.922428411,-0.231432394,-5.474344329,2.444713101,-3.029631228,-0.061702135,-0.061702135,0,-5.442619963,2.055564866,-3.387055097,0.114067493
Devin Booker,bookede01,2021,PO,PHO,67,251,127,-1.346340205,0.734235441,-0.612104764,-15.78549489,-6.262592393,-22.04808728,-4.235869228,-0.673310185,-4.909179413,-0.146486474,0,-0.146486474,1.136909994,-2.758526008,-1.621616014,1.488888016
Devin Booker,bookede01,2021,RS,PHO,67,4658,2270,2.829662852,-0.961872767,1.867790085,4.794839461,-3.015095523,1.779743938,3.228566521,-1.475700891,1.75286563,5.245221832,5.245221832,0,3.372510451,-1.28827249,2.08423796,0.584944549
Chris Boucher,bouchch01,2021,RS,TOR,60,3028,1453,1.609208204,0.071833412,1.681041616,2.845391877,-0.337252943,2.508138933,1.970746065,-0.015083657,1.955662408,3.481993843,3.481993843,0,1.879167198,0.32062667,2.199793867,-0.185564
Brian Bowen II,bowenbr02,2021,RS,IND,6,32,15,-4.926446362,-6.686979971,-11.61342633,-16.78691422,8.508342386,-8.27857183,-7.629652846,-3.829577338,-11.45923018,-0.066142283,-0.066142283,0,-7.150346281,-6.368707268,-13.51905355,-0.77181671
Avery Bradley,bradlav01,2021,RS,HOU,17,833,391,-5.024018992,-2.328462164,-7.352481155,-1.113036655,-4.40816212,-5.521198775,-4.484099465,-2.868655783,-7.352755249,-0.921150193,-0.921150193,0,-4.261629541,-2.476235488,-6.737865028,0.324950571
Avery Bradley,bradlav01,2021,RS,MIA,10,451,211,-1.837486424,-1.142279522,-2.979765946,-2.848882386,3.329960854,0.481078469,-2.148162872,-0.285907891,-2.434070763,0.034242081,0.034242081,0,-2.378073356,-0.458733763,-2.836807119,0.687624598
Tony Bradley,bradlto01,2021,RS,PHI,20,606,287,2.146927149,1.274661854,3.421589003,4.637434249,1.416377281,6.053811529,2.802571638,1.308377158,4.110948795,0.993179541,0.993179541,0,1.638064246,0.74079185,2.378856096,-1.150984979
Tony Bradley,bradlto01,2021,RS,OKC,22,853,397,-1.291545596,1.387592177,0.096046581,0.430676885,-3.369167637,-2.938490753,-0.879677908,0.537088225,-0.342589682,0.485444558,0.485444558,0,-1.379811493,-0.768377847,-2.14818934,-0.450390299
Jarrell Brantley,brantja01,2021,RS,UTA,28,298,138,1.506300031,-2.504986226,-0.998686195,-1.584322948,-1.907767915,-3.492090863,0.831097295,-2.660767686,-1.829670391,0.065046011,0.065046011,0,1.315901568,-2.749939025,-1.434037457,0.386170252
Ignas Brazdeikis,brazdig01,2021,RS,ORL,8,495,234,-1.528306066,-1.248087434,-2.776393501,4.224023923,-1.243031934,2.980991989,-0.316941136,-1.273518991,-1.590460126,0.137565071,0.137565071,0,-0.462645587,-2.366844321,-2.829489908,-0.63363541
Ignas Brazdeikis,brazdig01,2021,RS,PHI,1,15,8,-7.454376412,-8.14408346,-15.59845987,22.14763837,2.66442966,24.81206803,-1.674177897,-6.297186026,-7.971363923,-0.020244431,-0.020244431,0,-4.821794327,-8.461160162,-13.28295449,-5.05597984
Ignas Brazdeikis,brazdig01,2021,RS,NYK,4,16,7,-6.259225647,-7.568302717,-13.82752836,-30.14565678,0.51762212,-29.62803466,-11.64880402,-6.347391597,-17.99619562,-0.055202729,-0.055202729,0,-10.92599469,-10.27829007,-21.20428477,1.395423612
Mikal Bridges,bridgmi01,2021,PO,PHO,72,199,101,-0.64897997,0.078671297,-0.570308673,-2.262728823,0.916430246,-1.346298577,-1.095276831,0.274693135,-0.820583695,0.10092016,0,0.10092016,1.454187973,-0.422226823,1.03196115,-1.547833778
Mikal Bridges,bridgmi01,2021,RS,PHO,72,4809,2348,1.321374653,1.252783584,2.574158237,3.701306653,0.574187164,4.275493817,1.885452424,1.163147375,3.048599799,6.922946402,6.922946402,0,1.785184903,1.414825422,3.200010324,-0.341372145
Miles Bridges,bridgmi02,2021,RS,CHA,66,4056,1932,-0.335589877,0.025497738,-0.310092138,1.646429806,1.011921179,2.658350985,0.069441235,0.238437067,0.307878302,3.024543787,3.024543787,0,0.09945774,0.000484323,0.099942063,0.347520207
Amida Brimah,brimaam01,2021,RS,IND,5,66,29,-6.087450605,-1.359692858,-7.447143463,1.802355388,15.57762744,17.37998283,-4.872550313,2.033425211,-2.839125102,-0.001343597,-0.001343597,0,-4.400802046,-1.17803542,-5.578837466,1.908221039
Oshae Brissett,brissos01,2021,RS,IND,21,1158,519,0.876431758,0.258752183,1.135183941,3.492809403,-1.979990924,1.512818479,1.478693229,-0.193523638,1.28516959,1.072969174,1.072969174,0,1.084345141,0.885302577,1.969647718,0.423498936
Malcolm Brogdon,brogdma01,2021,RS,IND,56,4062,1930,2.067622398,-2.093096419,-0.025474021,-0.813606682,2.049244811,1.23563813,1.574433883,-1.345821467,0.228612416,2.901624174,2.901624174,0,1.781308289,-0.821109953,0.960198337,-1.080125894
Armoni Brooks,brookar01,2021,RS,HOU,20,1115,520,-0.340987179,-2.997795466,-3.338782645,-4.026854885,-1.392509326,-5.419364211,-1.06191559,-2.802588906,-3.864504496,-0.296131168,-0.296131168,0,-0.300597976,-3.144810585,-3.445408562,0.153221102
Dillon Brooks,brookdi01,2021,PO,MEM,67,194,97,8.341261808,0.864745657,9.206007466,22.1485324,-0.901112664,21.24741974,11.69580525,0.648312145,12.3441174,0.767029956,0,0.767029956,16.32523245,0.756707005,17.08193945,-0.431463165
Dillon Brooks,brookdi01,2021,RS,MEM,67,4250,1997,-1.317028704,0.546138005,-0.770890699,3.433501307,0.642443865,4.075945171,-0.409841614,0.580516435,0.170674821,3.011073381,3.011073381,0,0.364351018,1.342368898,1.706719916,1.197387168
