player_name,player_id,Pos,Age,team,G,Season,min_played,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Wayne Ellington,ellinwa01,SG,27,LAL,65,2015,1675,11.6,0.504,0.394,0.104,2,12.3,6.9,10.2,1,0.1,7.2,18.5,1.1,0.1,1.2,0.034,-0.5,-1.8,-2.3,-0.1
Monta Ellis,ellismo01,SG,29,DAL,80,2015,2699,16.5,0.509,0.21,0.224,1.4,6.4,3.9,20.5,2.8,0.8,11.7,27.9,1.4,2.2,3.6,0.065,0,-0.1,-0.1,1.3
James Ennis III,ennisja01,SF,24,MIA,62,2015,1051,11.5,0.541,0.385,0.381,6,14,10.1,7.2,1.3,1.4,11.9,14.6,1.2,0.8,1.9,0.088,-1,-0.5,-1.5,0.1
Tyler Ennis,ennisty01,PG,20,TOT,33,2015,411,7.3,0.411,0.299,0.049,1.9,7.7,4.8,27.3,2.2,1,22.2,20.6,-0.8,0.5,-0.3,-0.04,-4.1,-0.2,-4.3,-0.2
Tyler Ennis,ennisty01,PG,20,PHO,8,2015,58,12,0.503,0.286,0.095,1.9,11.4,6.6,37.5,0,2.6,26.8,22.6,0,0,0,-0.005,0.3,-2.1,-1.8,0
Tyler Ennis,ennisty01,PG,20,MIL,25,2015,353,6.6,0.395,0.301,0.041,2,7.1,4.5,25.6,2.6,0.7,21.4,20.3,-0.8,0.4,-0.3,-0.046,-4.8,0.1,-4.8,-0.2
Jeremy Evans,evansje01,SF,27,UTA,38,2015,266,20.5,0.636,0.086,0.5,11.3,19.4,15.4,7.9,2.2,3.6,6.6,13.1,0.9,0.4,1.3,0.241,2,2.1,4.2,0.4
Reggie Evans,evansre01,PF,34,SAC,47,2015,764,11.7,0.49,0.015,0.708,14.9,29,22.2,6.1,1.4,0.5,20,13,0.4,0.8,1.2,0.074,-1.6,-0.8,-2.4,-0.1
Tyreke Evans,evansty01,SG,25,NOP,79,2015,2690,17.7,0.508,0.195,0.25,3.5,14.1,8.8,32.7,2,1,16,26.1,2.4,2.2,4.6,0.082,1.4,-0.2,1.2,2.2
Dante Exum,exumda01,PG,19,UTA,82,2015,1817,5.7,0.457,0.635,0.077,1.7,6.6,4.2,16.6,1.2,0.6,21.5,13.8,-1.1,1,-0.1,-0.003,-3.6,-0.7,-4.3,-1.1
Festus Ezeli,ezelife01,C,25,GSW,46,2015,504,16.2,0.58,0,0.561,13.3,19.7,16.6,2.5,0.7,6.2,15.6,17.7,0.8,0.9,1.7,0.159,-2.2,0.3,-1.8,0
Kenneth Faried,farieke01,PF,25,DEN,75,2015,2086,18.4,0.548,0.011,0.391,12.1,22.9,17.3,7.1,1.5,2.1,12,20.3,3.5,2.1,5.6,0.13,0.6,-0.7,-0.1,1
Jordan Farmar,farmajo01,PG,28,LAC,36,2015,529,9.9,0.513,0.614,0.07,1.7,7.1,4.5,18,1.9,0.8,16.4,16.6,0.2,0.4,0.6,0.053,-1.2,-0.1,-1.4,0.1
Derrick Favors,favorde01,PF,23,UTA,74,2015,2280,21.8,0.558,0.007,0.362,10,20.7,15.4,9.4,1.4,4.3,10.2,23.8,5,3.3,8.3,0.175,1.9,0.6,2.5,2.6
Raymond Felton,feltora01,PG,30,DAL,29,2015,281,12.4,0.48,0.321,0.142,0.8,9.4,5.1,21.9,2,1.2,13.8,20.7,0,0.2,0.2,0.039,-1.3,-0.2,-1.4,0
Landry Fields,fieldla01,SF,26,TOR,26,2015,216,10.8,0.527,0.049,0.146,5.3,8.5,6.9,10.1,2.6,0,15.5,10.8,0.2,0.1,0.3,0.072,-1.4,1.2,-0.1,0.1
Evan Fournier,fournev01,SG,22,ORL,58,2015,1661,12.4,0.546,0.391,0.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,1.5,0.6,2.1,0.059,-0.5,-1.3,-1.8,0.1
Randy Foye,foyera01,SG,31,DEN,50,2015,1087,11,0.51,0.654,0.137,0.9,7.8,4.2,17,1.6,0.8,12.3,19.3,0.6,0.4,1,0.045,-0.3,-0.9,-1.2,0.2
Jamaal Franklin,frankja01,SG,23,DEN,3,2015,13,4.9,0.75,1,0,8,8.6,8.3,32.8,0,6,60,16.6,0,0,0,-0.063,-3.8,-1.8,-5.6,0
Tim Frazier,fraziti01,PG,24,TOT,11,2015,239,8.1,0.406,0.279,0.344,2.6,10.2,6.3,39.4,1.7,0,26.2,17.5,-0.3,0.2,-0.1,-0.017,-4.5,-0.7,-5.2,-0.2
Tim Frazier,fraziti01,PG,24,PHI,6,2015,171,5.9,0.343,0.256,0.349,2.4,10,6,40.4,1.8,0,26.6,17.2,-0.4,0.1,-0.3,-0.071,-5.6,-1.3,-6.9,-0.2
Tim Frazier,fraziti01,PG,24,POR,5,2015,68,13.7,0.557,0.333,0.333,3.2,10.8,7.1,36.7,1.5,0,25.3,18.2,0.1,0.1,0.2,0.119,-1.8,1,-0.8,0
Jimmer Fredette,fredeji01,PG,25,NOP,50,2015,509,9.8,0.479,0.289,0.271,1.8,7.1,4.5,17.2,1.5,0.3,15.1,19.6,0,0.2,0.2,0.021,-3.6,-1.2,-4.7,-0.4
Joel Freeland,freeljo01,C,27,POR,48,2015,617,12.2,0.522,0,0.166,11,21.9,16.6,3.8,0.7,2.7,12.4,13.4,0.6,0.9,1.6,0.122,-3,0.4,-2.6,-0.1
Channing Frye,fryech01,PF,31,ORL,75,2015,1870,9.5,0.546,0.71,0.072,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,0.7,1.4,2.1,0.053,-1.5,-0.1,-1.5,0.2
Danilo Gallinari,gallida01,SF,26,DEN,59,2015,1426,16.8,0.563,0.53,0.336,2.3,14.7,8.3,9.4,1.6,1.1,8,21.5,3,1,3.9,0.132,2.6,-0.2,2.4,1.6
Langston Galloway,gallola01,PG,23,NYK,45,2015,1457,12.3,0.489,0.344,0.153,2.9,12.5,7.5,17.6,1.9,0.7,10.1,19.2,0.7,0.6,1.3,0.043,-1.5,-0.9,-2.3,-0.1
Francisco Garcia,garcifr01,SF,33,HOU,14,2015,200,3.6,0.347,0.714,0.063,1.7,7.7,4.7,11,2.2,1.9,13.4,16.2,-0.4,0.2,-0.2,-0.044,-4.9,0.7,-4.2,-0.1
Kevin Garnett,garneke01,PF,38,TOT,47,2015,952,15.2,0.496,0.023,0.147,5.7,31.1,18.3,13.1,2.5,1.4,12.4,17.8,0.4,1.5,1.9,0.096,-1.2,1.9,0.7,0.7
Kevin Garnett,garneke01,PF,38,BRK,42,2015,854,14.8,0.486,0.022,0.149,6.1,31.3,18.7,13,2.5,1.2,13.3,18.1,0.2,1.4,1.6,0.089,-1.4,1.7,0.3,0.5
Kevin Garnett,garneke01,PF,38,MIN,5,2015,98,19.3,0.58,0.032,0.129,2.3,28.9,15.2,14.3,2.6,3.2,3,15.2,0.2,0.1,0.3,0.161,0.8,3.5,4.3,0.2
Marc Gasol,gasolma01,C,30,MEM,81,2015,2687,21.7,0.558,0.016,0.41,4.9,21.8,13.4,19.7,1.4,4,12.2,24.6,5.5,4.7,10.2,0.182,2.7,2.4,5.1,4.8
Pau Gasol,gasolpa01,PF,34,CHI,78,2015,2681,22.7,0.55,0.023,0.317,9.2,27.6,18.6,14.4,0.5,4,10.7,24.7,6,4.4,10.4,0.187,2.9,0.6,3.5,3.7
Rudy Gay,gayru01,SF,28,SAC,68,2015,2408,19.7,0.556,0.197,0.352,4.8,13.7,9.4,19,1.5,1.3,12.4,27,4.8,1.3,6.1,0.122,3.4,-0.7,2.7,2.9
Alonzo Gee,geeal01,SF,27,TOT,54,2015,662,13,0.548,0.188,0.414,5.9,9.5,7.7,5.8,2.7,0.8,13,16.7,0.6,0.6,1.2,0.086,-1.3,0.7,-0.6,0.2
Alonzo Gee,geeal01,SF,27,DEN,39,2015,511,14,0.574,0.175,0.474,5.9,9,7.4,5.7,2.7,0.9,13.1,16.1,0.7,0.4,1.1,0.1,-0.5,0.7,0.2,0.3
Alonzo Gee,geeal01,SF,27,POR,15,2015,151,9.7,0.47,0.224,0.245,5.8,11.1,8.5,6,2.4,0.5,12.8,18.5,-0.1,0.2,0.1,0.039,-3.8,0.6,-3.2,0
Paul George,georgpa01,SF,24,IND,6,2015,91,13,0.492,0.449,0.224,4.9,21.7,13.4,11.8,2.8,0.9,18.2,32.8,-0.2,0.2,0,-0.008,-2.3,0.1,-2.2,0
Taj Gibson,gibsota01,PF,29,CHI,62,2015,1692,16.1,0.545,0,0.364,10.7,14.6,12.7,6.9,1.1,3.2,11.6,17.6,2.7,2.1,4.8,0.137,-0.5,0.1,-0.4,0.7
Manu Ginobili,ginobma01,SG,37,SAS,70,2015,1587,16.2,0.544,0.438,0.346,2,12.8,7.5,28.6,2.2,0.9,18.5,23.9,1.4,2.3,3.7,0.111,0.9,0.9,1.7,1.5
Rudy Gobert,goberru01,C,22,UTA,82,2015,2158,21.6,0.627,0.005,0.639,14.3,27.2,20.7,8.2,1.6,7,16.9,14,5,4.3,9.3,0.206,1.7,2.5,4.2,3.4
Drew Gooden,goodedr01,PF,33,WAS,51,2015,864,11.9,0.469,0.214,0.159,9.6,19.3,14.5,8.6,1.2,0.8,8.7,17,0.5,1.2,1.7,0.094,-1.5,0.1,-1.4,0.1
Archie Goodwin,goodwar01,SG,20,PHO,41,2015,535,11.2,0.486,0.204,0.413,5.5,9.7,7.6,12.6,1.7,1.3,16.8,23.4,-0.2,0.4,0.2,0.014,-2.8,-0.6,-3.4,-0.2
Aaron Gordon,gordoaa01,PF,19,ORL,47,2015,797,11.4,0.517,0.231,0.293,6.4,17.8,12,6.3,1.3,2.2,13.9,15.5,0.3,0.7,1,0.06,-2.6,-0.1,-2.7,-0.2
Ben Gordon,gordobe01,SG,31,ORL,56,2015,790,10.6,0.538,0.329,0.227,0.8,8.3,4.5,10.3,0.9,0.1,14.5,21.8,0.1,0.2,0.3,0.015,-2,-2.2,-4.2,-0.4
Drew Gordon,gordodr01,PF,24,PHI,9,2015,71,3.7,0.428,0.158,0.105,10.2,17.7,13.7,4.8,0.7,0,28.7,17.1,-0.2,0.1,-0.1,-0.093,-7.1,-2.4,-9.5,-0.1
Eric Gordon,gordoer01,SG,26,NOP,61,2015,2018,12.7,0.544,0.454,0.192,1.6,7.4,4.5,17.6,1.3,0.5,14,19.8,2.2,0.7,2.9,0.069,0.2,-1.2,-1,0.5
Marcin Gortat,gortama01,C,30,WAS,82,2015,2453,18.2,0.587,0.004,0.226,8.5,24.1,16.5,6.5,1,3.6,10.5,17.6,4.4,4.2,8.6,0.168,0.6,0.9,1.5,2.1
Danny Granger,grangda01,SF,31,MIA,30,2015,613,8.6,0.527,0.519,0.228,4,11.5,7.8,4.4,1.1,0.8,11.9,15.5,0.2,0.3,0.6,0.046,-2.5,-1.3,-3.9,-0.3
Jerami Grant,grantje01,SF,20,PHI,65,2015,1377,8.7,0.47,0.443,0.548,3.7,12.3,7.8,9.4,1.5,4,16.3,16.5,-0.9,1.4,0.5,0.019,-3.9,0.6,-3.3,-0.5
Danny Green,greenda02,SG,27,SAS,81,2015,2312,16.5,0.596,0.619,0.172,2.7,13.9,8.4,10.3,2.2,2.8,10.5,17.5,4,3.9,7.8,0.163,2.6,2,4.6,3.8
Draymond Green,greendr01,PF,24,GSW,79,2015,2490,16.4,0.54,0.43,0.261,5.1,22.4,14,16.1,2.4,2.9,13.5,17.2,3.3,5.2,8.5,0.163,0.7,2.8,3.5,3.5
Erick Green,greener01,PG,23,DEN,43,2015,410,8.9,0.436,0.29,0.074,1.8,6.6,4.1,15.1,1.5,0,7.7,19.1,-0.1,0.1,0,0,-3,-1.3,-4.3,-0.2
Gerald Green,greenge01,SG,29,PHO,74,2015,1446,15.4,0.532,0.497,0.154,2.5,11.7,7,10.9,1.4,0.6,11.1,28.4,1,1,1.9,0.065,1.2,-1.5,-0.3,0.6
JaMychal Green,greenja01,PF,24,TOT,24,2015,164,14.9,0.603,0.128,0.213,13.3,18,15.7,4,1.6,2.4,21.4,18.3,0.1,0.3,0.4,0.119,-1.9,0.6,-1.3,0
JaMychal Green,greenja01,PF,24,SAS,4,2015,25,9.9,0.571,0.286,0,13.9,13.4,13.6,0,0,6,22.2,16.4,0,0,0,0.071,-5.3,1.1,-4.2,0
JaMychal Green,greenja01,PF,24,MEM,20,2015,139,15.8,0.608,0.1,0.25,13.2,18.8,16,4.7,1.9,1.8,21.3,18.6,0.1,0.2,0.4,0.127,-1.2,0.5,-0.7,0
Jeff Green,greenje02,SF,28,TOT,78,2015,2454,14.4,0.534,0.302,0.297,2.9,12.1,7.5,8.8,1.1,1.1,9,21.9,2.7,2.4,5.2,0.101,0.5,-0.7,-0.2,1.2
Jeff Green,greenje02,SF,28,BOS,33,2015,1093,14.6,0.539,0.324,0.303,2.1,12.2,7.1,7.9,1.2,0.9,9.4,23.8,1,1,2,0.089,0.2,-1.3,-1.1,0.3
Jeff Green,greenje02,SF,28,MEM,45,2015,1361,14.2,0.53,0.28,0.291,3.6,12,7.8,9.5,1,1.3,8.6,20.5,1.7,1.5,3.1,0.111,0.8,-0.2,0.6,0.9
Willie Green,greenwi01,SG,33,ORL,52,2015,951,7.9,0.477,0.395,0.111,1.6,7.9,4.7,10.9,1.4,0.4,13,17.6,-0.4,0.4,-0.1,-0.003,-3.2,-1,-4.2,-0.5
Blake Griffin,griffbl01,PF,25,LAC,67,2015,2356,22.8,0.551,0.022,0.373,6.1,17.9,12.1,26.2,1.4,1.2,10.2,28.4,6.6,2.4,9,0.183,3.8,0.2,4,3.6
Jorge Gutierrez,gutiejo01,PG,26,TOT,20,2015,175,11,0.567,0.073,0.317,3.3,12.9,8.1,19.6,1.8,0,20.4,15.2,0.1,0.2,0.3,0.088,-4.5,1,-3.5,-0.1
Jorge Gutierrez,gutiejo01,PG,26,BRK,10,2015,44,10.9,0.522,0.071,0.214,0,17.8,8.9,26,1.2,0,16.4,19,0,0,0.1,0.059,-5.3,1.6,-3.7,0
Jorge Gutierrez,gutiejo01,PG,26,MIL,10,2015,131,11.1,0.589,0.074,0.37,4.4,11.3,7.9,17.4,1.9,0,22.3,13.9,0.1,0.2,0.3,0.098,-4.2,0.8,-3.4,0
PJ Hairston,hairspj02,SG,22,CHA,45,2015,687,9,0.446,0.606,0.134,3.4,11.5,7.4,5.1,1.6,1.5,7.2,20.4,-0.5,0.8,0.3,0.022,-2.6,-0.2,-2.9,-0.1
Jordan Hamilton,hamiljo02,SF,24,LAC,14,2015,122,8.3,0.543,0.6,0,1.9,12.7,7.4,8.2,0.8,0,10.3,14.4,0.1,0.1,0.1,0.059,-1.7,-0.7,-2.4,0
Justin Hamilton,hamilju01,C,24,TOT,41,2015,712,14.6,0.551,0.174,0.264,9.3,12.7,11,8.1,2,3.4,11.6,14.2,1,0.5,1.5,0.102,-0.5,-0.4,-0.8,0.2
Justin Hamilton,hamilju01,C,24,MIA,24,2015,289,9.7,0.485,0.292,0.108,10.2,9.8,10,6.5,1.5,1.5,10.5,12.4,0.2,0.2,0.4,0.069,-2,-1.2,-3.2,-0.1
Justin Hamilton,hamilju01,C,24,MIN,17,2015,423,18,0.586,0.106,0.354,8.7,14.8,11.6,9.2,2.3,4.6,12.1,15.5,0.8,0.3,1.1,0.125,0.6,0.2,0.7,0.3
Tyler Hansbrough,hansbty01,PF,29,TOR,74,2015,1058,13.3,0.597,0.042,0.842,11.6,17.3,14.4,2.8,1.5,1.1,8.1,10.5,2.6,0.9,3.4,0.156,-0.7,-0.6,-1.3,0.2
Tim Hardaway Jr.,hardati02,SG,22,NYK,70,2015,1681,12.1,0.512,0.494,0.218,0.8,10.2,5.4,13.5,0.6,0.7,9.5,23.8,0.8,0,0.8,0.023,0.2,-3,-2.8,-0.3
James Harden,hardeja01,SG,25,HOU,81,2015,2981,26.7,0.605,0.378,0.561,2.8,14.2,8.5,34.6,2.6,1.6,14.9,31.3,12.2,4.2,16.4,0.265,7,1.8,8.8,8.1
Maurice Harkless,harklma01,SF,21,ORL,45,2015,674,8.4,0.449,0.354,0.259,6.3,11.6,8.9,5.4,2.4,1.1,13.3,13.7,-0.3,0.6,0.3,0.021,-3.8,0.2,-3.6,-0.3
Devin Harris,harride01,PG,31,DAL,76,2015,1685,14.8,0.559,0.508,0.309,0.8,8,4.4,20.4,2.3,0.7,12.5,18,2.9,1.3,4.2,0.12,0.6,0.8,1.4,1.4
Gary Harris,harriga01,SG,20,DEN,55,2015,719,4.9,0.395,0.475,0.217,3,6.7,4.8,5.9,2.7,0.8,13.8,16.6,-1.2,0.5,-0.7,-0.046,-5.6,0.3,-5.3,-0.6
Joe Harris,harrijo01,SG,23,CLE,51,2015,493,5.6,0.537,0.7,0.125,1.7,7.8,4.8,7.7,0.7,0.3,17.6,14.1,0,0.2,0.2,0.018,-4,-1.6,-5.6,-0.4
Tobias Harris,harrito02,SF,22,ORL,68,2015,2369,16.7,0.551,0.252,0.258,3.4,17.3,10.3,8.8,1.5,1.2,9.8,22.5,3,1.8,4.8,0.098,1.1,-0.6,0.5,1.5
Udonis Haslem,hasleud01,PF,34,MIA,62,2015,995,10.6,0.488,0.042,0.268,8.8,22.1,15.6,7.4,1.1,1.1,13.3,14.6,0.4,1,1.4,0.066,-3,-0.8,-3.7,-0.4
Spencer Hawes,hawessp01,PF,26,LAC,73,2015,1274,9.8,0.478,0.424,0.164,2.7,19.7,11.4,10,1,3.4,12.1,17.9,-0.3,1.5,1.2,0.044,-3,0.7,-2.3,-0.1
Chuck Hayes,hayesch01,C,31,TOR,29,2015,255,10.4,0.492,0,0.239,8.1,14.9,11.5,11.3,2,1.3,13.6,10.4,0.3,0.2,0.5,0.091,-2.1,1,-1,0.1
Gordon Hayward,haywago01,SF,24,UTA,76,2015,2618,20.2,0.567,0.304,0.425,2.4,14,8.2,21.7,2.2,0.9,13.8,26.2,5.8,2.9,8.7,0.159,3.5,0.5,4,4
Brendan Haywood,haywobr01,C,35,CLE,22,2015,119,9.1,0.49,0,0.433,5.9,21.9,14,2.5,0.9,6.6,21.9,17.3,-0.2,0.2,0,0.008,-7,0.7,-6.3,-0.1
Gerald Henderson,hendege02,SG,27,CHA,80,2015,2315,13.2,0.514,0.161,0.256,1.7,11.6,6.5,15.6,1.1,0.7,10.5,20.7,1.3,2.3,3.6,0.074,-1.3,0,-1.4,0.4
Xavier Henry,henryxa01,SF,23,LAL,9,2015,86,4.9,0.424,0,1.846,2.5,2.7,2.6,4.8,1.8,0,11.3,13.7,-0.1,0,-0.1,-0.03,-4.9,-2.3,-7.2,-0.1
John Henson,hensojo01,C,24,MIL,67,2015,1228,18,0.578,0,0.396,11.7,17.4,14.5,7.8,1.2,9.3,17.6,18.1,1.3,2.4,3.6,0.142,-1.5,2.2,0.7,0.8
Roy Hibbert,hibbero01,C,28,IND,76,2015,1926,15.4,0.501,0.003,0.287,9,21.9,15.5,7.4,0.5,5.1,11.8,21.3,1,3.2,4.2,0.105,-1.8,0.6,-1.2,0.4
JJ Hickson,hicksjj01,C,26,DEN,73,2015,1411,14.3,0.504,0.004,0.438,11.1,24,17.3,6.5,1.3,1.9,14.9,19.7,0.5,1.4,1.8,0.062,-1.6,-1.1,-2.7,-0.2
Nene,hilarne01,PF,32,WAS,67,2015,1693,14.3,0.534,0.008,0.336,5.7,17,11.5,12,2,1,15.2,21.8,0.5,2.5,3,0.086,-1.7,0.9,-0.8,0.5
George Hill,hillge01,PG,28,IND,43,2015,1267,21.5,0.579,0.361,0.267,2.2,13.3,7.8,31.4,1.8,0.9,10.3,23.8,3.7,1.6,5.4,0.203,4.1,1.2,5.3,2.3
Jordan Hill,hilljo01,C,27,LAL,70,2015,1874,16.2,0.494,0.014,0.216,9.9,23.4,16.4,9.5,0.9,2.3,11.1,22.7,1.1,1.1,2.2,0.055,-0.6,-1.6,-2.2,-0.1
Solomon Hill,hillso01,SF,23,IND,82,2015,2381,10.2,0.507,0.328,0.304,3.3,11.2,7.3,11.9,1.4,0.6,13.8,15.9,0.9,2.6,3.5,0.072,-2,0.5,-1.5,0.3
Kirk Hinrich,hinriki01,SG,34,CHI,66,2015,1610,6.8,0.468,0.441,0.131,1.4,6.6,4.1,13.8,1.5,0.6,15.3,13.3,-0.3,1.3,1,0.03,-3.8,0,-3.8,-0.7
Jrue Holiday,holidjr01,PG,24,NOP,40,2015,1303,18.8,0.522,0.253,0.142,2.8,9,5.9,34.9,2.5,1.3,13.8,23.1,2.3,1.1,3.4,0.124,2.5,0.3,2.8,1.6
Justin Holiday,holidju01,SG,25,GSW,59,2015,657,12.1,0.498,0.464,0.191,2,9.7,6,10.1,3,1.4,10.2,18.8,0.2,1,1.3,0.092,-2.4,1,-1.4,0.1
Ryan Hollins,holliry01,C,30,SAC,46,2015,441,13.1,0.648,0,0.659,9.6,16.6,13.2,5,0.7,3.4,19.1,13.1,0.7,0.3,1,0.104,-2.1,-0.1,-2.3,0
Rodney Hood,hoodro01,SG,22,UTA,50,2015,1064,12.3,0.529,0.455,0.214,1,11.7,6.4,13.2,1.5,0.9,9.9,19.6,1.3,0.9,2.2,0.098,-1,0.3,-0.7,0.3
Al Horford,horfoal01,C,28,ATL,76,2015,2318,21.4,0.563,0.037,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,5.1,3.6,8.7,0.179,2.6,1.5,4.1,3.6
Dwight Howard,howardw01,C,29,HOU,41,2015,1223,19.2,0.596,0.005,0.641,10,28.9,19.5,7.3,1.1,3.4,17.5,23.3,1.4,2.2,3.6,0.14,-0.3,-0.1,-0.4,0.5
Lester Hudson,hudsole01,SG,30,LAC,5,2015,56,16,0.571,0.429,0.286,2.1,13.8,8,12.6,5.4,1.5,16,15.1,0.1,0.1,0.2,0.141,-0.7,4.8,4.1,0.1
Robbie Hummel,hummero01,SF,25,MIN,45,2015,742,9.7,0.536,0.297,0.169,4.6,16.4,10.3,5.6,1.1,1,8.9,12.1,0.7,0.1,0.8,0.05,-2.7,-1.4,-4.1,-0.4
Kris Humphries,humphkr01,PF,29,WAS,64,2015,1345,15.4,0.512,0.016,0.262,10.1,24.4,17.4,6.7,1.3,1.5,8.5,18.3,1.6,2.1,3.8,0.134,-1,0,-1,0.3
Serge Ibaka,ibakase01,PF,25,OKC,64,2015,2116,16.6,0.549,0.261,0.14,7,18.1,12.6,4.2,0.7,5.8,10.4,18.9,2.9,2.7,5.6,0.127,0.5,0.4,0.9,1.6
Andre Iguodala,iguodan01,SF,31,GSW,77,2015,2069,12.3,0.553,0.427,0.23,2.4,10.8,6.7,14.6,2.1,0.9,13.9,13.3,2.3,2.8,5.1,0.117,-0.4,1.4,0.9,1.5
Ersan Ilyasova,ilyaser01,PF,27,MIL,58,2015,1319,16.8,0.554,0.341,0.192,7,17,12,7.4,1.4,1.2,6.9,22.1,2.3,1.7,4,0.146,1.6,-0.5,1.1,1
Joe Ingles,inglejo01,SF,27,UTA,79,2015,1673,9.6,0.533,0.571,0.113,1.5,10.5,6,16.8,2.3,0.5,20.9,12.9,0.5,1.6,2.2,0.062,-2.3,1.1,-1.2,0.3
Kyrie Irving,irvinky01,PG,22,CLE,75,2015,2730,21.5,0.583,0.306,0.296,2.3,7.5,5,25,2.2,0.6,11.8,26.2,8.4,2,10.4,0.183,4.4,-0.4,4.1,4.2
Jarrett Jack,jackja01,PG,31,BRK,80,2015,2241,14.6,0.522,0.179,0.278,1,11.3,6.1,27.3,1.7,0.5,17.2,22.6,1.1,1.4,2.6,0.055,-0.4,-0.7,-1.1,0.5
Reggie Jackson,jacksre01,PG,24,TOT,77,2015,2268,17.2,0.511,0.242,0.219,2.6,12.9,7.8,34.8,1.4,0.3,14.6,24.6,3.3,1.7,4.9,0.104,1.8,-0.6,1.1,1.8
Reggie Jackson,jacksre01,PG,24,OKC,50,2015,1398,15.6,0.511,0.274,0.2,2.2,13,7.7,24.5,1.5,0.3,12.7,22.1,1.8,1.1,2.9,0.101,0.9,-0.2,0.7,0.9
Reggie Jackson,jacksre01,PG,24,DET,27,2015,870,19.8,0.511,0.198,0.245,3.4,12.7,7.9,51.2,1.2,0.4,17,28.6,1.5,0.5,2,0.11,3.2,-1.3,1.9,0.9
Bernard James,jamesbe01,C,29,DAL,16,2015,158,16,0.593,0,0.852,12.5,14.6,13.5,3.4,0.6,7.7,13.9,12.2,0.4,0.2,0.5,0.165,-0.5,1.2,0.8,0.1
LeBron James,jamesle01,SF,30,CLE,69,2015,2493,25.9,0.577,0.265,0.413,2.4,16.6,9.6,38.6,2.3,1.6,15.3,32.3,7.4,2.9,10.4,0.199,6.1,1,7.1,5.7
Al Jefferson,jeffeal01,C,30,CHA,65,2015,1992,19.7,0.5,0.005,0.163,5.3,25.5,15.1,11.6,1.2,3.3,5.9,26.3,1.3,3.4,4.7,0.113,0.9,0.7,1.6,1.8
Cory Jefferson,jeffeco01,PF,24,BRK,50,2015,531,13.2,0.48,0.09,0.323,10,20.6,15.3,4.8,1,3.2,9.5,18.1,0.2,0.6,0.8,0.071,-2.1,-0.9,-3,-0.1
Richard Jefferson,jefferi01,SF,34,DAL,74,2015,1244,11.3,0.577,0.478,0.352,2.2,14,8.1,7,1.3,0.7,12.2,15.3,1.4,0.9,2.3,0.088,-0.8,0,-0.8,0.4
John Jenkins,jenkijo01,SG,23,ATL,24,2015,297,15.9,0.629,0.525,0.192,0.8,13.8,7.5,7,1.7,0,6.9,17.8,0.6,0.3,0.9,0.147,0.8,-0.5,0.3,0.2
Brandon Jennings,jennibr01,PG,25,DET,41,2015,1173,19.7,0.522,0.389,0.263,1.9,8,4.8,39.9,1.9,0.3,12.9,26.3,2.6,0.7,3.3,0.136,4,-0.6,3.3,1.6
Jonas Jerebko,jerebjo01,PF,27,TOT,75,2015,1230,15,0.549,0.369,0.174,8,17.2,12.5,9,1.9,1.1,9.7,16.2,2,1.4,3.5,0.135,0.2,0.6,0.9,0.9
Jonas Jerebko,jerebjo01,PF,27,DET,46,2015,703,14.5,0.564,0.384,0.182,7,15.3,11,9.2,2,1.2,10.8,15.1,1.2,0.7,1.9,0.13,0,1,1,0.5
Jonas Jerebko,jerebjo01,PF,27,BOS,29,2015,527,15.5,0.533,0.354,0.166,9.4,19.8,14.5,8.7,1.8,1,8.5,17.6,0.8,0.7,1.5,0.141,0.5,0.2,0.6,0.4
Grant Jerrett,jerregr01,PF,21,TOT,8,2015,51,1.5,0.303,0.577,0.038,4.4,15.2,9.9,9.6,2.1,3.1,10.2,25.4,-0.2,0.1,-0.1,-0.128,-10,-0.9,-10.8,-0.1
Grant Jerrett,jerregr01,PF,21,OKC,5,2015,25,-11,0.206,0.765,0,4.4,12.7,8.6,5.9,0,6.3,10.5,32.7,-0.2,0,-0.2,-0.373,-16.9,-3.5,-20.4,-0.1
Grant Jerrett,jerregr01,PF,21,UTA,3,2015,26,13.6,0.477,0.222,0.111,4.5,17.7,11.1,13.2,4.1,0,9.6,18.4,0,0,0.1,0.108,-3.3,1.7,-1.6,0
Amir Johnson,johnsam01,PF,27,TOR,75,2015,1979,15.4,0.603,0.089,0.249,9.3,17.3,13.3,9.4,1.1,2.4,16,15.7,3.5,1.6,5.1,0.124,0,-0.1,-0.1,0.9
Chris Johnson,johnsch04,SF,24,TOT,29,2015,526,10.2,0.515,0.617,0.104,1.7,10.2,5.9,4.6,2.6,1.1,8.5,15,0.2,0.6,0.8,0.074,-2.3,0.7,-1.7,0
Chris Johnson,johnsch04,SF,24,PHI,9,2015,187,6,0.425,0.65,0.133,1.7,14,7.5,2.7,2.4,2.2,12.4,16.9,-0.3,0.2,-0.1,-0.017,-5.1,-0.1,-5.2,-0.2
